,Dem,T_DryBulb,T_DewPnt,fest,dlf,dfnl,D_cf,med,des,der,med_d,des_d,d_s,d,j,l,m,s,v,w,d_cf,j_cf,l_cf,m_cf,s_cf,v_cf,w_cf
2015-01-02 03:00:00,0.47175375924233615,30,15,0,0,0,v_cf,0.4175228877627316,0.05059932243690784,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 04:00:00,0.48259533106255714,29,15,0,0,0,v_cf,0.43105694940599815,0.05223723125656417,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 05:00:00,0.5136246573066379,30,15,0,0,0,v_cf,0.47059067874054994,0.0552769873704342,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 06:00:00,0.5616432665946665,31,15,0,0,0,v_cf,0.5433890296585527,0.061013914372772746,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 07:00:00,0.5998172302068622,31,15,0,0,0,v_cf,0.5853185386724267,0.060729846585001766,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 08:00:00,0.6234111489573814,31,16,0,0,0,v_cf,0.5989110451109081,0.05549000160677517,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 09:00:00,0.6374096535681648,34,17,0,0,0,v_cf,0.6085287239345352,0.05158667189253105,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 10:00:00,0.6434742876131927,35,17,0,0,0,v_cf,0.6092002575392539,0.049349108130912964,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 11:00:00,0.6451773697765224,36,18,0,0,0,v_cf,0.6040050261693113,0.04727962683541242,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 12:00:00,0.6408158178948243,36,19,0,0,0,v_cf,0.5969449198305226,0.046441424066439176,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 13:00:00,0.6344604137243499,37,18,0,0,0,v_cf,0.592654336628728,0.045930159529387345,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 14:00:00,0.6292265514663122,37,17,0,0,0,v_cf,0.586678678242087,0.04613918519664144,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 15:00:00,0.6340034892415054,36,15,0,0,0,v_cf,0.5861302650162001,0.04795879532846344,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 16:00:00,0.6775359308797874,35,15,0,0,0,v_cf,0.6129761360804187,0.054951139339799254,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 17:00:00,0.7210268339287198,33,15,0,0,0,v_cf,0.6501953559857108,0.0656026985493748,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 18:00:00,0.7108914181274404,32,14,0,0,0,v_cf,0.6418958212179114,0.0637846607412632,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 19:00:00,0.6915759740799202,31,15,0,0,0,v_cf,0.6215211431419789,0.05247563888609482,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 20:00:00,0.6692697515992357,30,15,0,0,0,v_cf,0.6048776688543657,0.044764791652985865,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-01-02 21:00:00,0.6366204203705242,29,14,0,0,0,v_cf,0.5739591467973748,0.04300865905330981,,13.164432769793137,1.169742429670336,v,0,0,0,0,0,1,0,0,0,0,0,0,1,0
